code;name;gen_cat;comb_cls;bidi_cat;dec_map;dec_dig_val;dig_val;num_val;mir;one_name;cmt;uc;lc;tc
178443;CJK UNIFIED IDEOGRAPH-2B90B;Lo;0;L;;;;;N;;;;;
178444;CJK UNIFIED IDEOGRAPH-2B90C;Lo;0;L;;;;;N;;;;;
178445;CJK UNIFIED IDEOGRAPH-2B90D;Lo;0;L;;;;;N;;;;;
178446;CJK UNIFIED IDEOGRAPH-2B90E;Lo;0;L;;;;;N;;;;;
178447;CJK UNIFIED IDEOGRAPH-2B90F;Lo;0;L;;;;;N;;;;;
178448;CJK UNIFIED IDEOGRAPH-2B910;Lo;0;L;;;;;N;;;;;
178449;CJK UNIFIED IDEOGRAPH-2B911;Lo;0;L;;;;;N;;;;;
178450;CJK UNIFIED IDEOGRAPH-2B912;Lo;0;L;;;;;N;;;;;
178451;CJK UNIFIED IDEOGRAPH-2B913;Lo;0;L;;;;;N;;;;;
178452;CJK UNIFIED IDEOGRAPH-2B914;Lo;0;L;;;;;N;;;;;
178453;CJK UNIFIED IDEOGRAPH-2B915;Lo;0;L;;;;;N;;;;;
178454;CJK UNIFIED IDEOGRAPH-2B916;Lo;0;L;;;;;N;;;;;
178455;CJK UNIFIED IDEOGRAPH-2B917;Lo;0;L;;;;;N;;;;;
178456;CJK UNIFIED IDEOGRAPH-2B918;Lo;0;L;;;;;N;;;;;
178457;CJK UNIFIED IDEOGRAPH-2B919;Lo;0;L;;;;;N;;;;;
178458;CJK UNIFIED IDEOGRAPH-2B91A;Lo;0;L;;;;;N;;;;;
178459;CJK UNIFIED IDEOGRAPH-2B91B;Lo;0;L;;;;;N;;;;;
178460;CJK UNIFIED IDEOGRAPH-2B91C;Lo;0;L;;;;;N;;;;;
178461;CJK UNIFIED IDEOGRAPH-2B91D;Lo;0;L;;;;;N;;;;;
178462;CJK UNIFIED IDEOGRAPH-2B91E;Lo;0;L;;;;;N;;;;;
